Storm_ID,Name,Year,Date,Lat,Lon,Wind_Knots,Pressure_mb,R34_NE,R34_SE,R34_SW,R34_NW,R64_NE,R64_SE,R64_SW,R64_NW
AL182021,SAM,2021,2021-10-05,52.2,-39.6,65,966,270,360,260,270,0,0,0,60
AL182021,SAM,2021,2021-10-05,50.6,-42.1,65,966,270,360,240,270,0,0,0,60
AL182021,SAM,2021,2021-10-06,49.9,-38.9,60,967,240,360,360,420,0,0,0,0
AL182021,SAM,2021,2021-10-06,50.5,-35.5,55,968,210,360,360,360,0,0,0,0
AL182021,SAM,2021,2021-10-06,51.5,-32.4,50,969,210,300,240,0,0,0,0,0
AL182021,SAM,2021,2021-10-06,53.1,-29.0,45,971,210,300,240,0,0,0,0,0
AL182021,SAM,2021,2021-10-07,55.2,-25.4,45,973,0,270,210,0,0,0,0,0
AL182021,SAM,2021,2021-10-07,58.1,-22.3,40,976,0,270,0,0,0,0,0,0
AL022022,BONNIE,2022,2022-06-27,8.3,-50.5,35,1009,100,0,0,120,0,0,0,0
AL022022,BONNIE,2022,2022-06-28,8.7,-52.2,35,1009,100,0,0,120,0,0,0,0
AL022022,BONNIE,2022,2022-06-28,9.1,-54.2,35,1009,100,0,0,120,0,0,0,0
AL022022,BONNIE,2022,2022-06-28,9.6,-56.5,35,1009,100,0,0,110,0,0,0,0
AL022022,BONNIE,2022,2022-06-28,10.2,-58.9,35,1009,100,0,0,110,0,0,0,0
AL022022,BONNIE,2022,2022-06-29,10.7,-61.6,35,1009,100,0,0,100,0,0,0,0
AL022022,BONNIE,2022,2022-06-29,11.1,-64.0,35,1009,100,0,0,100,0,0,0,0
AL022022,BONNIE,2022,2022-06-29,11.4,-66.2,35,1009,100,0,0,100,0,0,0,0
AL022022,BONNIE,2022,2022-06-29,11.7,-68.0,35,1009,100,0,0,100,0,0,0,0
AL022022,BONNIE,2022,2022-06-30,11.9,-69.7,35,1009,90,0,0,90,0,0,0,0
AL022022,BONNIE,2022,2022-06-30,12.0,-71.4,35,1009,70,0,0,70,0,0,0,0
AL022022,BONNIE,2022,2022-06-30,12.0,-73.1,35,1008,70,0,0,60,0,0,0,0
AL022022,BONNIE,2022,2022-06-30,12.0,-74.9,35,1007,70,0,0,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-01,11.9,-76.7,35,1005,70,0,0,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-01,11.6,-78.5,35,1005,80,0,0,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-01,11.3,-80.2,35,1005,100,0,0,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-01,11.2,-81.8,40,1004,100,0,0,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-02,10.9,-83.1,50,996,100,30,20,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-02,11.0,-83.8,50,996,100,30,20,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-02,11.1,-84.5,40,1000,60,0,0,40,0,0,0,0
AL022022,BONNIE,2022,2022-07-02,11.2,-85.9,35,1002,60,0,0,40,0,0,0,0
AL022022,BONNIE,2022,2022-07-02,11.2,-87.4,45,999,60,20,20,40,0,0,0,0
AL022022,BONNIE,2022,2022-07-03,11.2,-88.9,50,997,60,30,30,50,0,0,0,0
AL022022,BONNIE,2022,2022-07-03,11.5,-90.4,50,997,60,30,30,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-03,11.8,-91.9,55,995,60,30,30,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-03,12.2,-93.4,60,993,70,50,30,60,0,0,0,0
AL022022,BONNIE,2022,2022-07-04,12.9,-94.9,65,989,70,60,30,60,20,15,0,0
AL022022,BONNIE,2022,2022-07-04,13.4,-96.6,70,987,70,60,30,60,20,15,0,0
AL022022,BONNIE,2022,2022-07-04,13.6,-98.2,75,984,80,70,40,70,20,15,10,15
AL022022,BONNIE,2022,2022-07-04,13.8,-99.6,85,978,80,70,40,70,20,15,10,15
AL022022,BONNIE,2022,2022-07-05,14.4,-100.9,90,974,80,70,40,70,20,15,10,15
AL022022,BONNIE,2022,2022-07-05,14.9,-102.4,95,968,90,80,40,70,20,15,10,15
AL022022,BONNIE,2022,2022-07-05,15.1,-103.8,100,964,90,80,50,80,25,20,15,20
AL022022,BONNIE,2022,2022-07-05,15.4,-105.1,95,967,90,80,50,80,25,20,15,20
AL022022,BONNIE,2022,2022-07-06,15.6,-106.4,90,970,90,80,50,80,20,20,15,20
AL022022,BONNIE,2022,2022-07-06,15.8,-107.6,85,974,80,70,50,80,20,20,15,20
AL022022,BONNIE,2022,2022-07-06,16.0,-108.5,85,975,60,50,40,70,20,15,10,10
AL022022,BONNIE,2022,2022-07-06,16.3,-109.5,85,975,70,60,50,70,20,15,10,10
AL022022,BONNIE,2022,2022-07-07,16.6,-110.6,80,980,70,60,50,70,20,15,10,10
AL022022,BONNIE,2022,2022-07-07,16.9,-111.8,80,980,60,40,40,60,20,15,10,10
AL022022,BONNIE,2022,2022-07-07,17.2,-113.1,80,980,60,40,40,60,20,15,10,10
AL022022,BONNIE,2022,2022-07-07,17.5,-114.5,85,976,60,50,50,60,20,15,10,10
AL022022,BONNIE,2022,2022-07-08,17.8,-116.1,85,976,60,50,50,60,20,15,10,15
AL022022,BONNIE,2022,2022-07-08,18.0,-117.7,75,982,60,50,50,60,20,10,0,15
AL022022,BONNIE,2022,2022-07-08,18.2,-119.3,65,989,60,50,50,60,20,10,0,15
AL022022,BONNIE,2022,2022-07-08,18.6,-121.0,55,998,50,40,30,50,0,0,0,0
AL022022,BONNIE,2022,2022-07-09,19.0,-122.8,50,1001,50,40,30,50,0,0,0,0
AL022022,BONNIE,2022,2022-07-09,19.2,-124.7,45,1002,50,40,30,50,0,0,0,0
AL022022,BONNIE,2022,2022-07-09,19.4,-126.6,40,1005,40,30,0,40,0,0,0,0
AL022022,BONNIE,2022,2022-07-09,19.5,-128.6,40,1008,40,0,0,40,0,0,0,0
AL022022,BONNIE,2022,2022-07-10,19.6,-130.5,35,1008,40,0,0,40,0,0,0,0
AL022022,BONNIE,2022,2022-07-10,19.5,-132.3,35,1008,40,0,0,40,0,0,0,0
AL022022,BONNIE,2022,2022-07-10,19.4,-134.0,30,1008,0,0,0,0,0,0,0,0
AL022022,BONNIE,2022,2022-07-10,19.4,-135.5,25,1010,0,0,0,0,0,0,0,0
AL022022,BONNIE,2022,2022-07-11,19.4,-136.9,25,1010,0,0,0,0,0,0,0,0
AL062022,EARL,2022,2022-09-02,17.9,-58.6,35,1006,0,60,0,0,0,0,0,0
AL062022,EARL,2022,2022-09-03,18.3,-59.8,40,1005,150,150,0,0,0,0,0,0
AL062022,EARL,2022,2022-09-03,18.6,-60.9,40,1004,150,150,0,0,0,0,0,0
AL062022,EARL,2022,2022-09-03,18.9,-61.9,40,1002,150,120,0,30,0,0,0,0
AL062022,EARL,2022,2022-09-03,19.2,-62.9,45,999,90,20,0,40,0,0,0,0
AL062022,EARL,2022,2022-09-04,19.4,-63.6,45,999,90,20,0,40,0,0,0,0
AL062022,EARL,2022,2022-09-04,19.5,-64.1,45,999,90,20,0,40,0,0,0,0
AL062022,EARL,2022,2022-09-04,19.8,-64.6,45,999,90,20,0,40,0,0,0,0
AL062022,EARL,2022,2022-09-04,20.0,-65.0,50,998,90,90,0,40,0,0,0,0
AL062022,EARL,2022,2022-09-05,20.3,-65.3,50,998,90,90,0,40,0,0,0,0
AL062022,EARL,2022,2022-09-05,20.8,-65.4,55,998,90,90,0,40,0,0,0,0
AL062022,EARL,2022,2022-09-05,21.5,-65.2,55,998,90,90,0,60,0,0,0,0
AL062022,EARL,2022,2022-09-05,22.0,-65.2,60,997,90,90,0,70,0,0,0,0
AL062022,EARL,2022,2022-09-06,22.5,-65.2,60,991,100,90,20,70,0,0,0,0
AL062022,EARL,2022,2022-09-06,23.1,-65.3,55,995,100,90,20,70,0,0,0,0
AL062022,EARL,2022,2022-09-06,23.5,-65.7,55,996,100,90,20,70,0,0,0,0
AL062022,EARL,2022,2022-09-06,23.9,-65.7,65,994,100,90,20,70,0,0,0,30
AL062022,EARL,2022,2022-09-07,24.5,-65.8,70,985,100,90,80,80,35,0,0,30
AL062022,EARL,2022,2022-09-07,25.0,-65.9,75,982,110,90,80,80,35,25,25,30
AL062022,EARL,2022,2022-09-07,25.4,-65.8,75,978,120,100,90,90,35,25,25,30
AL062022,EARL,2022,2022-09-07,26.1,-65.6,80,974,130,110,90,90,40,35,25,30
AL062022,EARL,2022,2022-09-08,26.8,-65.5,90,970,130,120,90,90,40,35,25,30
AL062022,EARL,2022,2022-09-08,27.7,-65.5,90,969,140,130,100,100,50,35,25,30
AL062022,EARL,2022,2022-09-08,28.7,-65.3,85,962,140,130,100,100,50,40,30,30
AL062022,EARL,2022,2022-09-08,29.7,-64.8,80,962,140,160,120,100,50,50,40,30
AL062022,EARL,2022,2022-09-09,30.6,-64.3,80,964,140,160,120,100,50,50,40,30
AL062022,EARL,2022,2022-09-09,31.9,-63.2,80,963,170,180,150,90,60,70,30,35
AL062022,EARL,2022,2022-09-09,33.4,-61.9,85,961,170,200,170,100,60,70,30,35
AL062022,EARL,2022,2022-09-09,34.9,-59.8,90,954,200,240,200,130,60,70,30,35
AL062022,EARL,2022,2022-09-10,37.1,-56.8,95,948,220,290,230,170,60,70,50,30
AL062022,EARL,2022,2022-09-10,40.0,-54.3,90,955,220,360,350,320,70,80,50,30
AL062022,EARL,2022,2022-09-10,42.4,-53.3,80,964,300,360,350,320,70,80,50,30
AL062022,EARL,2022,2022-09-10,43.3,-52.8,70,967,300,360,420,330,70,80,50,80
AL062022,EARL,2022,2022-09-11,43.3,-52.6,60,968,330,360,350,330,0,0,0,0
AL062022,EARL,2022,2022-09-11,43.8,-52.2,55,970,300,360,420,330,0,0,0,0
AL062022,EARL,2022,2022-09-11,44.2,-52.0,50,974,300,180,350,300,0,0,0,0
AL062022,EARL,2022,2022-09-11,44.3,-51.9,45,974,150,150,350,300,0,0,0,0
AL062022,EARL,2022,2022-09-12,44.2,-51.9,45,974,190,150,320,250,0,0,0,0
AL062022,EARL,2022,2022-09-12,44.3,-52.1,40,978,120,100,280,220,0,0,0,0
AL062022,EARL,2022,2022-09-12,43.9,-51.9,40,978,120,100,280,220,0,0,0,0
AL062022,EARL,2022,2022-09-12,43.2,-51.2,35,981,0,0,300,0,0,0,0,0
AL062022,EARL,2022,2022-09-13,42.9,-48.3,35,981,0,250,270,0,0,0,0,0
AL062022,EARL,2022,2022-09-13,43.0,-46.8,35,985,0,240,220,0,0,0,0,0
AL062022,EARL,2022,2022-09-13,43.4,-45.2,35,989,0,240,220,0,0,0,0,0
AL062022,EARL,2022,2022-09-13,44.3,-43.7,35,989,0,240,220,0,0,0,0,0
AL062022,EARL,2022,2022-09-14,45.0,-42.4,35,990,0,220,200,0,0,0,0,0
AL062022,EARL,2022,2022-09-14,45.4,-41.6,35,990,0,220,200,0,0,0,0,0
AL062022,EARL,2022,2022-09-14,45.5,-40.9,35,990,0,0,220,0,0,0,0,0
AL062022,EARL,2022,2022-09-14,45.3,-40.5,30,992,0,0,0,0,0,0,0,0
AL062022,EARL,2022,2022-09-15,45.2,-39.4,30,994,0,0,0,0,0,0,0,0
AL062022,EARL,2022,2022-09-15,45.2,-37.7,30,995,0,0,0,0,0,0,0,0
AL062022,EARL,2022,2022-09-15,45.6,-36.1,30,996,0,0,0,0,0,0,0,0
AL072022,FIONA,2022,2022-09-14,16.0,-47.9,25,1010,0,0,0,0,0,0,0,0
AL072022,FIONA,2022,2022-09-14,16.4,-49.1,30,1009,0,0,0,0,0,0,0,0
AL072022,FIONA,2022,2022-09-14,16.6,-50.1,35,1006,60,60,0,0,0,0,0,0
AL072022,FIONA,2022,2022-09-15,16.6,-51.3,45,1002,100,120,0,0,0,0,0,0
AL072022,FIONA,2022,2022-09-15,16.5,-52.4,45,1002,100,120,0,0,0,0,0,0
AL072022,FIONA,2022,2022-09-15,16.4,-53.6,45,1002,120,110,0,100,0,0,0,0
AL072022,FIONA,2022,2022-09-15,16.3,-54.8,50,1006,120,110,0,100,0,0,0,0
AL072022,FIONA,2022,2022-09-16,16.1,-56.2,50,1005,120,110,0,100,0,0,0,0
AL072022,FIONA,2022,2022-09-16,15.8,-57.5,50,1005,120,110,0,100,0,0,0,0
AL072022,FIONA,2022,2022-09-16,15.8,-58.8,45,1005,120,110,0,100,0,0,0,0
AL072022,FIONA,2022,2022-09-16,16.3,-60.4,45,1005,120,110,0,90,0,0,0,0
AL072022,FIONA,2022,2022-09-16,16.4,-61.4,50,1002,120,110,0,90,0,0,0,0
AL072022,FIONA,2022,2022-09-17,16.4,-61.6,50,1002,120,110,0,90,0,0,0,0
AL072022,FIONA,2022,2022-09-17,16.3,-62.6,50,1000,110,100,0,80,0,0,0,0
AL072022,FIONA,2022,2022-09-17,16.4,-63.3,50,1000,110,100,0,80,0,0,0,0
AL072022,FIONA,2022,2022-09-17,16.5,-64.0,50,1002,110,120,0,80,0,0,0,0
AL072022,FIONA,2022,2022-09-18,16.5,-64.7,50,997,110,120,30,80,0,0,0,0
AL072022,FIONA,2022,2022-09-18,16.9,-65.5,55,994,110,120,30,80,0,0,0,0
AL072022,FIONA,2022,2022-09-18,17.2,-66.2,65,990,110,120,30,80,25,25,0,0
AL072022,FIONA,2022,2022-09-18,17.8,-66.9,75,986,110,120,30,80,25,25,0,0
AL072022,FIONA,2022,2022-09-18,18.0,-67.1,75,986,110,120,30,80,25,25,0,0
AL072022,FIONA,2022,2022-09-19,18.1,-67.8,75,984,120,120,30,90,25,25,0,15
AL072022,FIONA,2022,2022-09-19,18.2,-68.4,80,977,120,130,50,90,25,25,0,15
AL072022,FIONA,2022,2022-09-19,18.4,-68.5,80,976,120,130,50,90,25,25,0,15
AL072022,FIONA,2022,2022-09-19,18.8,-68.9,75,980,120,120,50,100,25,25,0,15
AL072022,FIONA,2022,2022-09-19,19.5,-69.5,85,972,120,120,50,100,25,25,0,20
AL072022,FIONA,2022,2022-09-20,20.2,-70.1,95,974,130,130,60,100,25,25,15,20
AL072022,FIONA,2022,2022-09-20,20.8,-70.7,100,967,130,130,60,100,25,25,20,25
AL072022,FIONA,2022,2022-09-20,21.4,-71.1,100,962,130,130,60,100,25,25,20,25
AL072022,FIONA,2022,2022-09-20,21.5,-71.2,100,961,130,130,80,120,30,25,20,25
AL072022,FIONA,2022,2022-09-20,22.3,-71.7,100,959,130,130,80,120,30,25,20,25
AL072022,FIONA,2022,2022-09-21,22.9,-71.8,110,951,140,130,80,120,40,30,20,30
AL072022,FIONA,2022,2022-09-21,23.5,-71.8,120,939,140,130,80,120,40,30,20,30
AL072022,FIONA,2022,2022-09-21,24.2,-71.7,115,937,140,170,80,120,40,40,20,30
AL072022,FIONA,2022,2022-09-21,25.1,-71.6,115,937,140,170,80,120,40,40,20,30
AL072022,FIONA,2022,2022-09-22,26.0,-71.4,115,934,150,180,110,130,55,60,45,45
AL072022,FIONA,2022,2022-09-22,26.9,-71.1,115,934,150,180,130,150,55,60,45,45
AL072022,FIONA,2022,2022-09-22,28.0,-70.6,115,936,150,180,130,150,55,60,45,45
AL072022,FIONA,2022,2022-09-22,29.5,-70.0,115,936,180,240,130,150,60,60,45,50
AL072022,FIONA,2022,2022-09-23,30.9,-69.0,115,931,220,240,150,160,80,100,60,50
AL072022,FIONA,2022,2022-09-23,32.5,-67.5,115,936,250,300,150,160,80,100,60,50
AL072022,FIONA,2022,2022-09-23,34.3,-65.0,115,935,250,300,150,160,80,100,60,50
AL072022,FIONA,2022,2022-09-23,37.8,-61.7,110,940,250,300,180,200,80,100,60,80
AL072022,FIONA,2022,2022-09-24,42.3,-60.7,100,932,250,300,200,200,100,160,120,80
AL072022,FIONA,2022,2022-09-24,45.0,-61.2,85,931,275,350,350,275,100,150,120,80
AL072022,FIONA,2022,2022-09-24,45.2,-61.2,85,931,275,350,350,275,100,150,120,80
AL072022,FIONA,2022,2022-09-24,46.8,-61.2,75,938,270,350,350,240,100,100,0,0
AL072022,FIONA,2022,2022-09-24,47.9,-60.8,65,952,270,360,480,210,90,90,0,0
AL072022,FIONA,2022,2022-09-25,48.8,-59.8,60,968,200,450,480,210,0,0,0,0
AL072022,FIONA,2022,2022-09-25,50.6,-58.6,50,972,120,200,160,160,0,0,0,0
AL072022,FIONA,2022,2022-09-25,51.3,-58.3,45,974,120,200,160,160,0,0,0,0
AL072022,FIONA,2022,2022-09-25,53.1,-57.5,45,981,120,200,160,160,0,0,0,0
AL072022,FIONA,2022,2022-09-25,55.5,-58.0,40,984,120,200,160,160,0,0,0,0
AL072022,FIONA,2022,2022-09-26,57.5,-59.0,35,985,120,200,160,160,0,0,0,0
AL072022,FIONA,2022,2022-09-26,58.5,-59.0,35,985,120,200,160,160,0,0,0,0
AL072022,FIONA,2022,2022-09-26,59.5,-59.0,35,986,120,200,160,160,0,0,0,0
AL072022,FIONA,2022,2022-09-26,60.5,-58.5,35,988,120,200,160,120,0,0,0,0
AL072022,FIONA,2022,2022-09-27,61.5,-58.0,35,994,120,200,160,120,0,0,0,0
AL072022,FIONA,2022,2022-09-27,62.5,-57.0,35,998,120,200,160,120,0,0,0,0
AL072022,FIONA,2022,2022-09-27,63.3,-55.0,35,1000,120,200,160,120,0,0,0,0
AL072022,FIONA,2022,2022-09-27,64.0,-52.0,25,1002,0,0,0,0,0,0,0,0
AL092022,IAN,2022,2022-09-22,12.3,-66.3,30,1006,0,0,0,0,0,0,0,0
AL092022,IAN,2022,2022-09-23,12.9,-67.2,30,1006,0,0,0,0,0,0,0,0
AL092022,IAN,2022,2022-09-23,13.7,-68.1,30,1006,0,0,0,0,0,0,0,0
AL092022,IAN,2022,2022-09-23,14.2,-69.3,30,1006,0,0,0,0,0,0,0,0
AL092022,IAN,2022,2022-09-23,14.6,-70.6,30,1006,0,0,0,0,0,0,0,0
AL092022,IAN,2022,2022-09-24,14.7,-71.7,35,1005,0,0,0,30,0,0,0,0
AL092022,IAN,2022,2022-09-24,14.7,-72.9,35,1005,0,0,0,30,0,0,0,0
AL092022,IAN,2022,2022-09-24,14.5,-74.4,40,1003,0,0,0,50,0,0,0,0
AL092022,IAN,2022,2022-09-24,14.4,-75.8,40,1003,0,0,0,50,0,0,0,0
AL092022,IAN,2022,2022-09-25,14.6,-77.2,40,1003,40,0,0,50,0,0,0,0
AL092022,IAN,2022,2022-09-25,14.6,-78.3,40,1003,40,0,0,50,0,0,0,0
AL092022,IAN,2022,2022-09-25,15.0,-79.4,40,1003,40,0,0,50,0,0,0,0
AL092022,IAN,2022,2022-09-25,15.8,-80.1,40,1003,40,0,0,50,0,0,0,0
AL092022,IAN,2022,2022-09-26,16.8,-80.9,50,991,60,60,0,30,0,0,0,0
AL092022,IAN,2022,2022-09-26,17.7,-81.7,65,985,70,70,30,70,15,0,0,0
AL092022,IAN,2022,2022-09-26,18.7,-82.4,70,981,90,80,40,90,20,0,0,0
AL092022,IAN,2022,2022-09-26,19.7,-83.0,80,976,100,90,60,90,30,25,0,20
AL092022,IAN,2022,2022-09-27,20.8,-83.3,85,965,100,90,60,90,30,25,0,20
AL092022,IAN,2022,2022-09-27,21.8,-83.6,100,956,100,100,70,90,30,25,20,20
AL092022,IAN,2022,2022-09-27,22.2,-83.7,110,947,100,100,70,90,30,25,20,20
AL092022,IAN,2022,2022-09-27,22.6,-83.6,100,963,120,120,100,120,30,25,20,20
AL092022,IAN,2022,2022-09-27,23.5,-83.3,105,951,120,120,100,120,35,35,20,20
AL092022,IAN,2022,2022-09-28,24.4,-83.0,105,947,120,120,100,120,35,35,20,20
AL092022,IAN,2022,2022-09-28,24.6,-82.9,110,952,120,120,100,120,35,35,20,20
AL092022,IAN,2022,2022-09-28,25.2,-82.9,120,945,120,130,100,150,35,35,30,35
AL092022,IAN,2022,2022-09-28,26.0,-82.7,140,937,120,140,100,150,40,40,30,40
AL092022,IAN,2022,2022-09-28,26.6,-82.4,135,938,130,150,100,150,30,40,30,45
AL092022,IAN,2022,2022-09-28,26.7,-82.2,130,941,130,150,100,150,30,40,30,45
AL092022,IAN,2022,2022-09-28,26.8,-82.0,125,945,130,150,100,150,30,40,30,45
AL092022,IAN,2022,2022-09-29,27.2,-81.7,100,960,180,120,120,220,30,40,30,45
AL092022,IAN,2022,2022-09-29,27.7,-81.1,65,985,360,120,150,200,30,0,0,30
AL092022,IAN,2022,2022-09-29,28.4,-80.6,60,987,360,120,150,200,0,0,0,0
AL092022,IAN,2022,2022-09-29,28.9,-80.1,65,986,360,140,150,200,0,0,0,40
AL092022,IAN,2022,2022-09-30,29.6,-79.4,70,986,420,150,120,220,0,0,40,60
AL092022,IAN,2022,2022-09-30,30.3,-79.1,75,984,420,130,100,160,0,0,40,60
AL092022,IAN,2022,2022-09-30,31.5,-79.0,75,980,240,130,120,140,40,0,40,60
AL092022,IAN,2022,2022-09-30,33.3,-79.2,70,978,190,130,100,60,0,30,40,0
AL092022,IAN,2022,2022-09-30,33.3,-79.2,70,978,190,130,100,60,0,30,40,0
AL092022,IAN,2022,2022-10-01,34.4,-79.3,50,990,160,170,0,0,0,0,0,0
AL092022,IAN,2022,2022-10-01,35.3,-79.7,30,999,0,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-06,11.4,-66.5,30,1006,0,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-06,11.6,-67.8,30,1005,0,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-07,11.9,-69.2,30,1004,0,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-07,12.0,-69.8,30,1004,0,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-07,12.1,-70.6,30,1004,0,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-07,12.2,-71.2,30,1004,0,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-07,12.5,-72.1,35,1002,70,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-07,12.8,-73.8,40,1002,80,0,0,0,0,0,0,0
AL132022,JULIA,2022,2022-10-08,12.8,-75.5,45,999,90,0,0,70,0,0,0,0
AL132022,JULIA,2022,2022-10-08,12.7,-77.2,50,999,100,0,0,80,0,0,0,0
AL132022,JULIA,2022,2022-10-08,12.7,-78.9,55,994,100,40,40,80,0,0,0,0
AL132022,JULIA,2022,2022-10-08,12.6,-80.5,60,993,100,50,50,90,0,0,0,0
AL132022,JULIA,2022,2022-10-09,12.5,-82.0,65,989,100,60,60,100,30,0,0,0
AL132022,JULIA,2022,2022-10-09,12.4,-83.3,75,982,100,70,60,100,30,0,0,20
AL132022,JULIA,2022,2022-10-09,12.4,-83.6,75,982,100,70,60,100,30,0,0,20
AL132022,JULIA,2022,2022-10-09,12.3,-84.7,65,985,80,60,50,80,30,0,0,20
AL132022,JULIA,2022,2022-10-09,12.3,-86.2,45,988,50,40,40,50,0,0,0,0
AL132022,JULIA,2022,2022-10-10,12.6,-87.6,40,993,40,50,30,40,0,0,0,0
AL132022,JULIA,2022,2022-10-10,13.1,-88.8,35,998,30,30,0,20,0,0,0,0
AL132022,JULIA,2022,2022-10-10,13.6,-89.7,35,1001,30,30,0,20,0,0,0,0
AL132022,JULIA,2022,2022-10-10,13.7,-89.9,30,1002,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-10-30,15.7,-73.3,35,1005,100,0,0,50,0,0,0,0
AL152022,LISA,2022,2022-10-31,15.7,-74.4,35,1005,100,0,0,50,0,0,0,0
AL152022,LISA,2022,2022-10-31,15.6,-75.5,35,1005,90,70,0,0,0,0,0,0
AL152022,LISA,2022,2022-10-31,15.5,-76.7,35,1003,90,70,0,0,0,0,0,0
AL152022,LISA,2022,2022-10-31,15.5,-77.8,40,1002,90,70,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-01,15.6,-78.8,40,1002,90,70,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-01,15.9,-79.9,40,1003,90,70,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-01,16.2,-81.2,45,1002,60,60,0,20,0,0,0,0
AL152022,LISA,2022,2022-11-01,16.5,-82.5,50,1001,60,60,0,20,0,0,0,0
AL152022,LISA,2022,2022-11-02,16.7,-84.1,55,993,60,60,20,60,0,0,0,0
AL152022,LISA,2022,2022-11-02,17.0,-85.5,60,992,60,60,20,60,0,0,0,0
AL152022,LISA,2022,2022-11-02,17.1,-86.7,70,990,60,60,20,60,10,0,0,10
AL152022,LISA,2022,2022-11-02,17.3,-87.7,75,988,50,50,30,50,15,0,0,15
AL152022,LISA,2022,2022-11-02,17.4,-88.3,80,985,50,50,30,40,15,15,0,15
AL152022,LISA,2022,2022-11-03,17.5,-88.6,65,990,50,50,30,40,15,15,0,0
AL152022,LISA,2022,2022-11-03,17.7,-89.6,45,998,30,30,20,30,0,0,0,0
AL152022,LISA,2022,2022-11-03,17.9,-90.6,30,1008,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-03,18.0,-91.7,30,1008,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-04,18.1,-92.7,30,1008,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-04,18.3,-93.6,30,1008,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-04,18.7,-94.5,25,1008,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-04,19.2,-95.2,25,1008,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-05,19.4,-95.4,25,1008,0,0,0,0,0,0,0,0
AL152022,LISA,2022,2022-11-05,19.7,-95.4,25,1008,0,0,0,0,0,0,0,0
AL172022,NICOLE,2022,2022-11-06,20.6,-66.8,30,1005,0,0,0,0,0,0,0,0
AL172022,NICOLE,2022,2022-11-06,22.4,-66.8,35,1005,120,0,0,0,0,0,0,0
AL172022,NICOLE,2022,2022-11-07,23.9,-67.5,35,1005,240,240,0,0,0,0,0,0
AL172022,NICOLE,2022,2022-11-07,25.2,-68.2,40,1004,240,240,0,0,0,0,0,0
AL172022,NICOLE,2022,2022-11-07,25.9,-69.3,40,1002,240,240,0,70,0,0,0,0
AL172022,NICOLE,2022,2022-11-07,26.4,-70.3,40,1001,270,270,0,80,0,0,0,0
AL172022,NICOLE,2022,2022-11-08,26.8,-70.7,40,998,270,270,0,180,0,0,0,0
AL172022,NICOLE,2022,2022-11-08,27.5,-71.2,40,996,240,240,0,330,0,0,0,0
AL172022,NICOLE,2022,2022-11-08,27.7,-72.1,45,993,240,240,0,330,0,0,0,0
AL172022,NICOLE,2022,2022-11-08,27.6,-73.3,50,991,240,240,0,330,0,0,0,0
AL172022,NICOLE,2022,2022-11-09,27.2,-74.3,60,984,300,240,30,330,0,0,0,0
AL172022,NICOLE,2022,2022-11-09,26.8,-75.3,60,986,360,120,60,400,0,0,0,0
AL172022,NICOLE,2022,2022-11-09,26.5,-76.2,55,985,360,120,60,400,0,0,0,0
AL172022,NICOLE,2022,2022-11-09,26.5,-77.1,60,985,360,120,60,400,0,0,0,0
AL172022,NICOLE,2022,2022-11-09,26.5,-77.3,60,985,420,80,60,390,0,0,0,0
AL172022,NICOLE,2022,2022-11-09,26.6,-78.2,65,980,420,80,60,390,20,20,0,0
AL172022,NICOLE,2022,2022-11-10,26.7,-78.4,65,980,420,80,60,390,20,20,0,0
AL172022,NICOLE,2022,2022-11-10,27.3,-79.8,65,980,390,90,180,300,20,20,0,0
AL172022,NICOLE,2022,2022-11-10,27.6,-80.3,65,980,390,90,180,300,20,20,0,0
AL172022,NICOLE,2022,2022-11-10,28.0,-81.6,55,984,330,90,150,200,0,0,0,0
AL172022,NICOLE,2022,2022-11-10,29.0,-82.8,40,989,200,60,100,130,0,0,0,0
